,DTM2,HOSP_SHORT,CAP,TOT,EA,WTBS,BT,RESUS,alert,CLR,ACT,Plus30Min,File_Name
1857,2019-11-01 11:10:00,WCHP,26,16,3,7,9,0,,0,0,1,Amb_Dashboard_2019.11.01_11.15
1858,2019-11-01 11:15:00,WCHP,26,17,3,7,10,0,,1,39,1,Amb_Dashboard_2019.11.01_11.25
1859,2019-11-01 11:20:00,WCHP,26,18,2,7,11,0,,1,39,2,Amb_Dashboard_2019.11.01_11.30
1860,2019-11-01 11:25:00,WCHP,26,18,2,7,11,0,,1,39,2,Amb_Dashboard_2019.11.01_11.30
1861,2019-11-01 11:30:00,WCHP,26,19,1,6,13,0,,1,39,2,Amb_Dashboard_2019.11.01_11.35
1862,2019-11-01 11:35:00,WCHP,26,20,2,7,13,0,,2,37,2,Amb_Dashboard_2019.11.01_11.40
1863,2019-11-01 11:40:00,WCHP,26,20,2,7,13,0,,2,37,2,Amb_Dashboard_2019.11.01_11.45
1864,2019-11-01 11:45:00,WCHP,26,20,2,6,14,0,,2,37,3,Amb_Dashboard_2019.11.01_11.55
1865,2019-11-01 11:50:00,WCHP,26,20,2,7,13,0,,2,37,3,Amb_Dashboard_2019.11.01_12.00
1866,2019-11-01 11:55:00,WCHP,26,20,2,7,13,0,,2,37,3,Amb_Dashboard_2019.11.01_12.00
1867,2019-11-01 12:00:00,WCHP,26,21,1,8,13,0,,3,41,3,Amb_Dashboard_2019.11.01_12.10
1868,2019-11-01 12:05:00,WCHP,26,21,1,8,13,0,,3,41,3,Amb_Dashboard_2019.11.01_12.10
1869,2019-11-01 12:10:00,WCHP,26,22,1,9,13,0,,3,41,3,Amb_Dashboard_2019.11.01_12.15
1870,2019-11-01 12:15:00,WCHP,26,22,1,9,13,0,,3,41,3,Amb_Dashboard_2019.11.01_12.25
1871,2019-11-01 12:20:00,WCHP,26,21,1,9,12,0,,3,41,3,Amb_Dashboard_2019.11.01_12.30
1872,2019-11-01 12:25:00,WCHP,26,22,1,8,14,0,,3,41,3,Amb_Dashboard_2019.11.01_12.45
1873,2019-11-01 12:30:00,WCHP,26,22,1,8,14,0,,3,41,3,Amb_Dashboard_2019.11.01_12.45
1874,2019-11-01 12:35:00,WCHP,26,22,1,8,14,0,,3,41,3,Amb_Dashboard_2019.11.01_12.45
1875,2019-11-01 12:40:00,WCHP,26,22,1,8,14,0,,3,41,3,Amb_Dashboard_2019.11.01_12.45
1876,2019-11-01 12:45:00,WCHP,26,24,4,10,14,0,,3,41,4,Amb_Dashboard_2019.11.01_12.55
1877,2019-11-01 12:50:00,WCHP,26,24,4,10,14,0,,3,41,4,Amb_Dashboard_2019.11.01_12.55
1878,2019-11-01 12:55:00,WCHP,26,25,4,10,15,0,,3,41,4,Amb_Dashboard_2019.11.01_13.00
1879,2019-11-01 13:00:00,WCHP,26,26,4,10,16,0,,3,41,4,Amb_Dashboard_2019.11.01_13.10
1880,2019-11-01 13:05:00,WCHP,26,26,4,10,16,0,,3,41,4,Amb_Dashboard_2019.11.01_13.10
1881,2019-11-01 13:10:00,WCHP,26,26,4,11,15,0,,3,41,3,Amb_Dashboard_2019.11.01_13.15
1882,2019-11-01 13:15:00,WCHP,26,27,4,12,15,0,,3,41,4,Amb_Dashboard_2019.11.01_13.25
1883,2019-11-01 13:20:00,WCHP,26,27,4,12,15,0,,3,41,4,Amb_Dashboard_2019.11.01_13.25
1884,2019-11-01 13:25:00,WCHP,26,29,4,12,17,0,,3,41,4,Amb_Dashboard_2019.11.01_13.30
1885,2019-11-01 13:30:00,WCHP,26,29,3,13,16,0,,3,41,4,Amb_Dashboard_2019.11.01_13.35
1886,2019-11-01 13:35:00,WCHP,26,28,2,13,15,0,,6,22,6,Amb_Dashboard_2019.11.01_13.40
1887,2019-11-01 13:40:00,WCHP,26,29,1,13,16,0,,7,24,6,Amb_Dashboard_2019.11.01_13.45
1888,2019-11-01 13:45:00,WCHP,26,28,1,14,14,0,,7,24,6,Amb_Dashboard_2019.11.01_13.55
1889,2019-11-01 13:50:00,WCHP,26,28,1,14,14,0,,7,24,6,Amb_Dashboard_2019.11.01_13.55
1890,2019-11-01 13:55:00,WCHP,26,28,0,14,14,0,,7,35,6,Amb_Dashboard_2019.11.01_14.00
1891,2019-11-01 14:00:00,WCHP,26,29,0,14,15,0,,7,35,6,Amb_Dashboard_2019.11.01_14.10
1892,2019-11-01 14:05:00,WCHP,26,29,3,12,17,0,,7,35,6,Amb_Dashboard_2019.11.01_14.15
1893,2019-11-01 14:10:00,WCHP,26,29,3,12,17,0,,7,35,6,Amb_Dashboard_2019.11.01_14.15
1894,2019-11-01 14:15:00,WCHP,26,31,3,14,17,0,,6,34,5,Amb_Dashboard_2019.11.01_14.25
1895,2019-11-01 14:20:00,WCHP,26,30,4,13,17,0,,6,34,5,Amb_Dashboard_2019.11.01_14.30
1896,2019-11-01 14:25:00,WCHP,26,33,4,15,18,0,,6,34,5,Amb_Dashboard_2019.11.01_14.35
1897,2019-11-01 14:30:00,WCHP,26,33,4,15,18,0,,6,34,5,Amb_Dashboard_2019.11.01_14.35
1898,2019-11-01 14:35:00,WCHP,26,35,3,17,18,0,,6,32,4,Amb_Dashboard_2019.11.01_14.40
1899,2019-11-01 14:40:00,WCHP,26,36,3,13,23,0,,6,32,4,Amb_Dashboard_2019.11.01_14.45
1900,2019-11-01 14:45:00,WCHP,26,35,3,11,24,0,,6,32,6,Amb_Dashboard_2019.11.01_14.55
1901,2019-11-01 14:50:00,WCHP,26,35,3,11,24,0,,6,32,6,Amb_Dashboard_2019.11.01_14.55
1902,2019-11-01 14:55:00,WCHP,26,35,3,11,24,0,,6,32,6,Amb_Dashboard_2019.11.01_15.00
1903,2019-11-01 15:00:00,WCHP,26,35,1,9,26,0,,7,32,6,Amb_Dashboard_2019.11.01_15.10
1904,2019-11-01 15:05:00,WCHP,26,35,1,9,26,0,,7,32,6,Amb_Dashboard_2019.11.01_15.10
1905,2019-11-01 15:10:00,WCHP,26,36,1,9,27,0,,7,32,6,Amb_Dashboard_2019.11.01_15.15
1906,2019-11-01 15:15:00,WCHP,26,37,0,8,29,0,,7,32,6,Amb_Dashboard_2019.11.01_15.25
1907,2019-11-01 15:20:00,WCHP,26,37,0,8,29,0,,7,32,6,Amb_Dashboard_2019.11.01_15.25
1908,2019-11-01 15:25:00,WCHP,26,38,0,9,29,0,,7,32,6,Amb_Dashboard_2019.11.01_15.30
1909,2019-11-01 15:30:00,WCHP,26,38,0,9,29,0,,7,32,6,Amb_Dashboard_2019.11.01_15.35
1910,2019-11-01 15:35:00,WCHP,26,39,0,10,29,0,,7,32,6,Amb_Dashboard_2019.11.01_15.40
1911,2019-11-01 15:40:00,WCHP,26,39,0,8,31,0,,7,32,6,Amb_Dashboard_2019.11.01_15.45
1912,2019-11-01 15:45:00,WCHP,26,38,1,8,30,0,,7,32,6,Amb_Dashboard_2019.11.01_15.55
1913,2019-11-01 15:50:00,WCHP,26,40,1,8,32,0,,7,32,6,Amb_Dashboard_2019.11.01_16.00
1914,2019-11-01 15:55:00,WCHP,26,40,1,8,32,0,,7,32,6,Amb_Dashboard_2019.11.01_16.00
1915,2019-11-01 16:00:00,WCHP,26,42,1,9,33,0,,7,32,6,Amb_Dashboard_2019.11.01_16.10
1916,2019-11-01 16:05:00,WCHP,26,42,1,9,33,0,,7,32,6,Amb_Dashboard_2019.11.01_16.10
1917,2019-11-01 16:10:00,WCHP,26,43,2,9,34,0,,7,32,6,Amb_Dashboard_2019.11.01_16.15
1918,2019-11-01 16:15:00,WCHP,26,42,1,10,32,0,,8,30,6,Amb_Dashboard_2019.11.01_16.25
1919,2019-11-01 16:20:00,WCHP,26,42,1,10,32,0,,8,30,6,Amb_Dashboard_2019.11.01_16.25
1920,2019-11-01 16:25:00,WCHP,26,45,1,12,33,0,,5,29,3,Amb_Dashboard_2019.11.01_16.40
1921,2019-11-01 16:30:00,WCHP,26,45,1,12,33,0,,5,29,3,Amb_Dashboard_2019.11.01_16.40
1922,2019-11-01 16:35:00,WCHP,26,45,1,12,33,0,,5,29,3,Amb_Dashboard_2019.11.01_16.40
1923,2019-11-01 16:40:00,WCHP,26,44,1,13,31,0,,5,29,3,Amb_Dashboard_2019.11.01_16.45
1924,2019-11-01 16:45:00,WCHP,26,45,1,14,31,0,,5,29,3,Amb_Dashboard_2019.11.01_16.55
1925,2019-11-01 16:50:00,WCHP,26,45,1,14,31,0,,5,29,3,Amb_Dashboard_2019.11.01_16.55
1926,2019-11-01 16:55:00,WCHP,26,45,1,15,30,0,,4,29,3,Amb_Dashboard_2019.11.01_17.00
1927,2019-11-01 17:00:00,WCHP,26,46,2,16,30,0,,4,29,3,Amb_Dashboard_2019.11.01_17.10
1928,2019-11-01 17:05:00,WCHP,26,45,3,16,29,0,,4,29,3,Amb_Dashboard_2019.11.01_17.15
1929,2019-11-01 17:10:00,WCHP,26,45,3,16,29,0,,4,29,3,Amb_Dashboard_2019.11.01_17.15
1930,2019-11-01 17:15:00,WCHP,26,46,3,17,29,0,,5,27,3,Amb_Dashboard_2019.11.01_17.25
1931,2019-11-01 17:20:00,WCHP,26,46,2,16,30,0,,5,27,3,Amb_Dashboard_2019.11.01_17.30
1932,2019-11-01 17:25:00,WCHP,26,46,2,16,30,0,,5,27,3,Amb_Dashboard_2019.11.01_17.30
1933,2019-11-01 17:30:00,WCHP,26,46,2,16,30,0,,5,27,3,Amb_Dashboard_2019.11.01_17.35
1934,2019-11-01 17:35:00,WCHP,26,45,2,14,31,0,,4,28,2,Amb_Dashboard_2019.11.01_17.45
1935,2019-11-01 17:40:00,WCHP,26,45,2,14,31,0,,4,28,2,Amb_Dashboard_2019.11.01_17.45
1936,2019-11-01 17:45:00,WCHP,26,45,2,15,30,0,,4,28,2,Amb_Dashboard_2019.11.01_17.55
1937,2019-11-01 17:50:00,WCHP,26,45,2,15,30,0,,4,28,2,Amb_Dashboard_2019.11.01_17.55
1938,2019-11-01 17:55:00,WCHP,26,45,2,16,29,0,,3,25,1,Amb_Dashboard_2019.11.01_18.00
1939,2019-11-01 18:00:00,WCHP,26,44,2,16,28,0,,3,19,0,Amb_Dashboard_2019.11.01_18.10
1940,2019-11-01 18:05:00,WCHP,26,44,2,16,28,0,,3,19,0,Amb_Dashboard_2019.11.01_18.10
1941,2019-11-01 18:10:00,WCHP,26,43,2,14,29,0,,3,19,0,Amb_Dashboard_2019.11.01_18.15
1942,2019-11-01 18:15:00,WCHP,26,45,3,17,28,0,,3,19,0,Amb_Dashboard_2019.11.01_18.25
1943,2019-11-01 18:20:00,WCHP,26,45,3,17,28,0,,3,19,0,Amb_Dashboard_2019.11.01_18.25
1944,2019-11-01 18:25:00,WCHP,26,44,4,16,28,0,,4,9,1,Amb_Dashboard_2019.11.01_18.40
1945,2019-11-01 18:30:00,WCHP,26,44,4,16,28,0,,4,9,1,Amb_Dashboard_2019.11.01_18.40
1946,2019-11-01 18:35:00,WCHP,26,44,4,16,28,0,,4,9,1,Amb_Dashboard_2019.11.01_18.40
1947,2019-11-01 18:40:00,WCHP,26,43,4,15,28,0,,5,12,1,Amb_Dashboard_2019.11.01_18.45
1948,2019-11-01 18:45:00,WCHP,26,44,3,15,29,0,,5,12,1,Amb_Dashboard_2019.11.01_18.55
1949,2019-11-01 18:50:00,WCHP,26,42,2,15,27,0,,7,16,1,Amb_Dashboard_2019.11.01_19.00
1950,2019-11-01 18:55:00,WCHP,26,42,2,15,27,0,,7,16,1,Amb_Dashboard_2019.11.01_19.00
1951,2019-11-01 19:00:00,WCHP,26,43,2,16,27,0,,7,16,1,Amb_Dashboard_2019.11.01_19.10
1952,2019-11-01 19:05:00,WCHP,26,43,2,16,27,0,,7,16,1,Amb_Dashboard_2019.11.01_19.10
1953,2019-11-01 19:10:00,WCHP,26,42,2,17,25,0,,8,9,1,Amb_Dashboard_2019.11.01_19.15
1954,2019-11-01 19:15:00,WCHP,26,44,2,20,24,0,,7,9,1,Amb_Dashboard_2019.11.01_19.25
1955,2019-11-01 19:20:00,WCHP,26,44,2,20,24,0,,7,9,1,Amb_Dashboard_2019.11.01_19.25
1956,2019-11-01 19:25:00,WCHP,26,44,2,19,25,0,,7,19,1,Amb_Dashboard_2019.11.01_19.30
1957,2019-11-01 19:30:00,WCHP,26,43,2,20,23,0,,8,13,1,Amb_Dashboard_2019.11.01_19.40
1958,2019-11-01 19:35:00,WCHP,26,43,1,21,22,0,,9,15,2,Amb_Dashboard_2019.11.01_19.45
1959,2019-11-01 19:40:00,WCHP,26,43,1,21,22,0,,9,15,2,Amb_Dashboard_2019.11.01_19.45
1960,2019-11-01 19:45:00,WCHP,26,44,0,20,24,0,,9,13,2,Amb_Dashboard_2019.11.01_19.55
1961,2019-11-01 19:50:00,WCHP,26,45,1,21,24,0,,9,13,2,Amb_Dashboard_2019.11.01_20.00
1962,2019-11-01 19:55:00,WCHP,26,45,1,21,24,0,,9,13,2,Amb_Dashboard_2019.11.01_20.00
1963,2019-11-01 20:00:00,WCHP,26,46,1,21,25,0,,10,9,2,Amb_Dashboard_2019.11.01_20.10
1964,2019-11-01 20:05:00,WCHP,26,46,1,21,25,0,,10,9,2,Amb_Dashboard_2019.11.01_20.10
1965,2019-11-01 20:10:00,WCHP,26,47,1,21,26,0,,10,9,2,Amb_Dashboard_2019.11.01_20.15
1966,2019-11-01 20:15:00,WCHP,26,47,1,22,25,0,,9,22,3,Amb_Dashboard_2019.11.01_20.25
1967,2019-11-01 20:20:00,WCHP,26,47,1,22,25,0,,9,22,3,Amb_Dashboard_2019.11.01_20.25
1968,2019-11-01 20:25:00,WCHP,26,47,1,22,25,0,,9,22,3,Amb_Dashboard_2019.11.01_20.40
1969,2019-11-01 20:30:00,WCHP,26,47,1,22,25,0,,9,22,3,Amb_Dashboard_2019.11.01_20.40
1970,2019-11-01 20:35:00,WCHP,26,47,1,22,25,0,,9,22,3,Amb_Dashboard_2019.11.01_20.40
1971,2019-11-01 20:40:00,WCHP,26,47,0,22,25,0,,9,29,4,Amb_Dashboard_2019.11.01_20.45
1972,2019-11-01 20:45:00,WCHP,26,47,1,23,24,0,,9,29,4,Amb_Dashboard_2019.11.01_20.55
1973,2019-11-01 20:50:00,WCHP,26,47,1,23,24,0,,9,29,4,Amb_Dashboard_2019.11.01_20.55
1974,2019-11-01 20:55:00,WCHP,26,47,1,23,24,0,,8,30,4,Amb_Dashboard_2019.11.01_21.00
1975,2019-11-01 21:00:00,WCHP,26,46,1,24,22,0,,8,30,4,Amb_Dashboard_2019.11.01_21.10
1976,2019-11-01 21:05:00,WCHP,26,45,1,24,21,0,,8,30,4,Amb_Dashboard_2019.11.01_21.15
1977,2019-11-01 21:10:00,WCHP,26,45,1,24,21,0,,8,30,4,Amb_Dashboard_2019.11.01_21.15
1978,2019-11-01 21:15:00,WCHP,26,44,1,24,20,0,,8,30,4,Amb_Dashboard_2019.11.01_21.25
1979,2019-11-01 21:20:00,WCHP,26,43,1,23,20,0,,8,30,4,Amb_Dashboard_2019.11.01_21.30
1980,2019-11-01 21:25:00,WCHP,26,43,1,23,20,0,,8,30,4,Amb_Dashboard_2019.11.01_21.30
1981,2019-11-01 21:30:00,WCHP,26,42,1,20,22,0,,8,30,4,Amb_Dashboard_2019.11.01_21.35
1982,2019-11-01 21:35:00,WCHP,26,43,0,21,22,0,,9,29,4,Amb_Dashboard_2019.11.01_21.40
1983,2019-11-01 21:40:00,WCHP,26,42,1,21,21,0,,8,29,4,Amb_Dashboard_2019.11.01_21.45
1984,2019-11-01 21:45:00,WCHP,26,41,1,20,21,0,,7,27,3,Amb_Dashboard_2019.11.01_21.55
1985,2019-11-01 21:50:00,WCHP,26,41,1,20,21,0,,7,27,3,Amb_Dashboard_2019.11.01_21.55
1986,2019-11-01 21:55:00,WCHP,26,43,1,22,21,0,,6,27,3,Amb_Dashboard_2019.11.01_22.00
1987,2019-11-01 22:00:00,WCHP,26,41,1,20,21,0,,6,27,3,Amb_Dashboard_2019.11.01_22.10
1988,2019-11-01 22:05:00,WCHP,26,41,1,20,21,0,,6,27,3,Amb_Dashboard_2019.11.01_22.10
1989,2019-11-01 22:10:00,WCHP,26,41,2,21,20,0,,6,27,3,Amb_Dashboard_2019.11.01_22.15
1990,2019-11-01 22:15:00,WCHP,26,38,2,19,19,0,,5,27,3,Amb_Dashboard_2019.11.01_22.25
1991,2019-11-01 22:20:00,WCHP,26,37,2,16,21,0,,5,27,3,Amb_Dashboard_2019.11.01_22.30
1992,2019-11-01 22:25:00,WCHP,26,36,1,15,21,0,,6,27,3,Amb_Dashboard_2019.11.01_22.40
1993,2019-11-01 22:30:00,WCHP,26,36,1,15,21,0,,6,27,3,Amb_Dashboard_2019.11.01_22.40
1994,2019-11-01 22:35:00,WCHP,26,33,1,13,20,0,,4,28,2,Amb_Dashboard_2019.11.01_22.45
1995,2019-11-01 22:40:00,WCHP,26,33,1,13,20,0,,4,28,2,Amb_Dashboard_2019.11.01_22.45
1996,2019-11-01 22:45:00,WCHP,26,32,2,10,22,0,,4,28,2,Amb_Dashboard_2019.11.01_22.55
1997,2019-11-01 22:50:00,WCHP,26,32,2,10,22,0,,4,28,2,Amb_Dashboard_2019.11.01_22.55
1998,2019-11-01 22:55:00,WCHP,26,32,1,10,22,0,,5,28,2,Amb_Dashboard_2019.11.01_23.00
1999,2019-11-01 23:00:00,WCHP,26,33,1,10,23,0,,5,28,2,Amb_Dashboard_2019.11.01_23.10
2000,2019-11-01 23:05:00,WCHP,26,33,1,10,23,0,,5,28,2,Amb_Dashboard_2019.11.01_23.10
2001,2019-11-01 23:10:00,WCHP,26,30,2,8,22,0,,5,28,2,Amb_Dashboard_2019.11.01_23.15
2002,2019-11-01 23:15:00,WCHP,26,28,2,8,20,0,,4,26,1,Amb_Dashboard_2019.11.01_23.25
2003,2019-11-01 23:20:00,WCHP,26,28,2,8,20,0,,4,26,1,Amb_Dashboard_2019.11.01_23.25
2004,2019-11-01 23:25:00,WCHP,26,27,2,9,18,0,,5,26,1,Amb_Dashboard_2019.11.01_23.30
2005,2019-11-01 23:30:00,WCHP,26,25,2,8,17,0,,5,26,1,Amb_Dashboard_2019.11.01_23.35
2006,2019-11-01 23:35:00,WCHP,26,24,2,7,17,0,,4,24,0,Amb_Dashboard_2019.11.01_23.40
2007,2019-11-01 23:40:00,WCHP,26,23,3,7,16,0,,4,24,0,Amb_Dashboard_2019.11.01_23.45
2008,2019-11-01 23:45:00,WCHP,26,19,3,5,14,0,,4,24,0,Amb_Dashboard_2019.11.01_23.55
